Category,Bahasa,Cleaned_Bahasa,Length,Count
ham,"Selamat siang bintang bersinar! Bagaimana kabar mainanku? Apakah dia sudah mendambakanku? Sakit untuk meniduriku? *menyesap cappuccino* Aku merindukanmu sayang *ciuman menggoda*
",selamat siang bintang sinar kabar main damba sakit tidur sesap cappuccino rindu sayang cium goda,96,15
ham,"Di jalan jadi tidak bisa txt
",jalan txt,9,2
spam,"LAYANAN SMS. untuk kredit teks inklusif Anda, silakan buka www.comuk.net login= 3qxj9 berhenti berlangganan dengan STOP, tanpa biaya tambahan. bantuan 08702840625.COMUK. 220-CM2 9AE
",layan sms kredit teks inklusif sila buka www comuk net login 3qxj9 henti langgan stop biaya tambah bantu 08702840625 comuk 220-cm2 9ae,134,22
spam,"25p 4 Lagu Anak-anak Alfie Moon yang Membutuhkan di Massamu. Beritahu m8mu. Txt Tone amal ke 8007 untuk Nokias atau Poly amal untuk poli: zed 08701417012 untung 2 amal.
",25p 4 lagu anak alfie moon butuh massa beritahu m8mu txt tone amal 8007 nokias poly amal pol zed 08701417012 untung 2 amal,122,23
ham,"Hmm.. Potongan-potongan haha... *menghela napas* ...
",hmm potong haha hela napas,26,5
ham,"Hahaha..gunakan otakmu sayang
",hahaha otak sayang,18,3
ham,"Hai. Anda punya surat?
",hai surat,9,2
ham,"Maaf lampu berubah menjadi hijau, maksud saya teman lain ingin &lt;#&gt;  layak tetapi dia mungkin tidak ada
",maaf lampu ubah hijau maksud teman lt gt layak,46,9
ham,"Terima kasih untuk kemarin, Pak. Kamu luar biasa. Semoga Anda menikmati pemakamannya. MojiBiola
",terima kasih kemarin moga nikmat makam mojibiola,48,7
spam,"Kamu punya pengagum rahasia. MENGUNGKAPKAN siapa yang menganggap UR Begitu istimewa. Hubungi 09065174042. Untuk memilih keluar Balas REVEAL STOP. 1,50 per pesan. Pelayanan cust 07821230901
",kagum rahasia anggap ur istimewa hubung 09065174042 pilih balas reveal stop 1 50 pesan layan cust 07821230901,109,17
ham,"Hai sobat RV-nya apakah kamu punya pengalaman yang menyenangkan, cukup pesan 3 ucapkan halo karena belum mengirimimu 1 tahun sudah mulai mengemudi jadi jauhi jalan raya!RVx
",hai sobat rv-nya alam senang pesan 3 ucap halo kirim 1 kemudi jauh jalan raya rvx,81,16
spam,"Pemegang Voucher yang terhormat, Untuk mengklaim penawaran minggu ini, di PC Anda, silakan kunjungi http://www.e-tlp.co.uk/expressoffer Syarat & Ketentuan berlaku. Untuk menghentikan SMS, ketik STOP ke 80062
",pegang voucher hormat klaim tawar minggu pc sila kunjung http www e-tlp co uk expressoffer syarat tentu laku henti sms ketik stop 80062,135,23
ham,"Terima kasih banyak. Saat kami skype dengan kz dan sura, kami tidak merasa senang ditemani Anda. Semoga kamu baik-baik saja. Kami sudah memberimu ultimatum oh! Kami menghitung mundur ke aburo. Menikmati! Ini adalah pesan yang saya kirim beberapa hari yang lalu
",terima kasih skype kz sura senang tani moga baik beri ultimatum oh hitung mundur aburo nikmat pesan kirim,105,18
ham,"Pasti hasilnya akan menawarkan :)
",hasil tawar,11,2
ham,"Selamat pagi sayangku........... Selamat bersenang-senang &amp; hari yang sukses.
",selamat pagi sayang selamat senang amp sukses,45,7
spam,"Apakah Anda ingin 750 kapan saja, jaringan apa pun, menit 150 SMS dan telepon VIDEO BARU hanya dengan lima pound per minggu, hubungi 08002888812 atau balas untuk pengiriman besok
",750 jaring menit 150 sms telepon video pound minggu hubung 08002888812 balas kirim besok,88,14
spam,"Kami mencoba menghubungi Anda mengenai tawaran Telepon Video Baru 750 kapan saja, jaringan apa pun, menit SETENGAH HARGA Sewa camcorder, hubungi 08000930705 atau balas untuk pengiriman Rabu
",coba hubung tawar telepon video 750 jaring menit harga sewa camcorder hubung 08000930705 balas kirim rabu,105,16
spam,"Kesempatan terakhir 2 klaim voucher diskon senilai £150-SMS YA ke 85023 sekarang!Anggota SavaMob menawarkan T C seluler 08717898035. £3,00 Sub. 16. Hapus txt X atau STOP
",sempat 2 klaim voucher diskon nila 150-sms ya 85023 anggota savamob tawar t c seluler 08717898035 3 00 sub 16 hapus txt x stop,126,24
ham,"Aku sangat mencintaimu kamu tidak mengerti betapa istimewanya kamu 2 aku meneleponmu 2 besok sayang kamu xxx
",cinta erti betapa istimewa 2 telepon 2 besok sayang xxx,55,10
ham,"Tolong kirimkan saya email lengkap tentang siapa yang saya bayar, kapan dan berapa banyak.
",tolong kirim email lengkap bayar,32,5
ham,"Ibu Prashanthettan kami meninggal tadi malam. doakan dia dan keluarga.
",prashanthettan tinggal malam doa keluarga,41,5
spam,"Mendesak! hubungi 09066350750 dari telepon rumah Anda. Gratis 4* Liburan Ibiza atau uang tunai 10.000 menunggu pengambilan SAE S&K PO BOX 434 SK3 8WP 150 ppm 18+ 
",desak hubung 09066350750 telepon rumah gratis 4 libur ibiza uang tunai 10 000 tunggu ambil sae s k po box 434 sk3 8wp 150 ppm 18,128,26
ham,"K.k :) kapan kamu berangkat?
",k k berangkat,13,3
ham,"Sementara itu di ruang sialan: xavier memutuskan untuk memberi kami &lt;#&gt;  detik peringatan bahwa samantha akan datang dan memainkan gitar jay untuk membuatnya terkesan. Saya juga tidak berpikir Doug menyadari bahwa saya tidak tinggal di sini lagi
",ruang sial xavier putus lt gt detik ingat samantha main gitar jay buat kes pikir doug sadar tinggal,99,18
ham,"Perutku mengalami begitu banyak trauma, aku bersumpah aku tidak bisa makan. Lebih baik aku menurunkan berat badan.
",perut alami trauma sumpah makan turun berat badan,49,8
ham,"Saya di kantor :) ada apa.. kirim pesan sekarang. saya akan menelepon Anda saat istirahat :).
",kantor kirim pesan telepon istirahat,36,5
ham,"Ya, hampir tidak ada cukup ruang untuk kami berdua, x punya terlalu banyak sepatu. Maaf kawan, sampai jumpa lagi
",ya ruang dua x sepatu maaf kawan jumpa,38,8
ham,"Kamu sudah sampai di kebun? Kamu mau beli tiket dulu?
",kebun beli tiket,16,3
ham,"Aku nyata, sayang! Saya ingin memunculkan harimau betina dalam diri Anda...
",nyata sayang muncul harimau betina,34,5
ham,"Tidak da jika Anda menjalankannya, aktifkan versi lengkap da.
",da jalan aktif versi lengkap da,31,6
ham,"""AH KASIH BAYI!HARAKAN URFEELING LEBIH BAIK LUV! MUNGKIN OVERDOSIS KERJA HEI HATI-HATI SPK 2 U SN BANYAK CINTAJEN XXX.""
",ah kasih bayi hara urfeeling luv overdosis kerja hei hati spk 2 u sn cintajen xxx,81,16
ham,"Hentikan ceritanya. Saya sudah mengatakan kepadanya bahwa saya telah mengembalikannya dan dia mengatakan saya tidak boleh memesannya kembali.
",henti cerita kembali mes,24,4
spam,"Bicara seksi!! Dapatkan teman baru atau jatuh cinta di layanan kencan teks paling rahasia di dunia. Cukup SMS VIP ke 83110 dan lihat siapa yang dapat Anda temui.
",bicara seksi dapat teman jatuh cinta layan kencan teks rahasia dunia sms vip 83110 lihat temu,93,16
ham,"Akan membawa bayimu keluar?
",bawa bayi,9,2
ham,"Hai ana besok aku akan datang pagi hari.  &lt;DESIMAL&gt;  Aku akan tiba di sana di Sathy lalu kita akan pergi ke kantor RTO. Jawab aku setelah sampai di rumah.
",hai ana besok pagi lt desimal gt sathy pergi kantor rto rumah,61,12
ham,"Sendok itu oke?
",sendok oke,10,2
ham,"Apakah dia baru saja mengatakan seseorang bernama tampa
",nama tampa,10,2
ham,"Sedang bekerja sekarang. Akan ada dalam beberapa menit.
",menit,5,1
ham,"Kakakmu jenius
",kakak jenius,12,2
ham,"Maaf, saya kira kapan pun saya bisa menghubungi koneksi saya, mungkin satu atau dua jam? Aku akan mengirimimu pesan
",maaf hubung koneksi jam kirim pesan,35,6
ham,"Tahukah kamu jam berapa busnya berangkat karena aku perlu membereskan beberapa hal.
",tahu jam bus berangkat beres,28,5
ham,"Bung, akhir-akhir ini aku sering melihat banyak korvet
",akhir korvet,12,2
spam,"Selamat, Anda telah mendapatkan persediaan CD selama bertahun-tahun dari Virgin Records atau Hadiah Misteri DIJAMIN Hubungi 09061104283 Persyaratan & Ketentuan www.smsco.net £1,50 siang kira-kira 3 menit
",selamat sedia cd tahun virgin records hadiah misteri jamin hubung 09061104283 syarat tentu www smsco net 1 50 siang 3 menit,123,21
ham,"Sama halnya di sini, tapi menurutku tembok, bunker, dan hal-hal lain penting hanya karena aku tidak pernah bermain dengan damai, tapi menurutku tempatmu cukup tinggi sehingga tidak masalah.
",hal turut tembok bunker hal main damai turut tempat,51,9
spam,"PRIBADI! Laporan Rekening Anda tahun 2003 untuk 07808 XXXXXX menunjukkan 800 poin S.I.M. yang belum ditukarkan. Hubungi 08719899217 Kode Pengenal: 41685 Kedaluwarsa 07/11/04
",pribadi lapor rekening 2003 07808 xxxxxx 800 poin s i m tukar hubung 08719899217 kode kenal 41685 kedaluwarsa 07 11 04,118,21
spam,"Halo. Kami membutuhkan beberapa burung dan burung yang mewah untuk menggunakan produk uji coba untuk champney. Bolehkah aku menurunkanmu? Saya butuh alamat Anda dan dob secepatnya. Ta r
",halo butuh burung burung mewah produk uji coba champney turun butuh alamat dob cepat ta r,89,16
spam,"Apa yang kamu inginkan untuk Natal? Bagaimana dengan 100 pesan teks gratis & telepon video baru dengan setengah harga sewa? Hubungi gratis sekarang di 0800 0721072 untuk mengetahui lebih lanjut!
",natal 100 pesan teks gratis telepon video harga sewa hubung gratis 0800 0721072,79,13
ham,"Secara resmi saya berada dalam lubang filosofis, jadi jika Anda ingin menelepon, saya di rumah siap untuk diselamatkan!
",resmi lubang filosofis telepon rumah selamat,44,6
ham,"Ini berjalan baik...tidak masalah..tetapi masih memerlukan sedikit pengalaman untuk memahami suara pelanggan Amerika...
",jalan alam paham suara langgan amerika,38,6
ham,"Aku akan mengirimimu pesan saat aku mengantar x
",kirim pesan antar x,19,4
ham,"Ugh, ini hari yang panjang. saya kelelahan. Hanya ingin berpelukan dan tidur siang
",ugh lelah peluk tidur siang,27,5
ham,"Bicaralah Dengan Diri Sendiri Minimal Sekali Dalam Sehari...!!! Jika tidak, Kamu Akan Merindukan TEMAN Terbaikmu Di DUNIA Ini...!!! -Shakespeare- SHESIL &lt;#&gt;
",bicara minimal hari rindu teman baik dunia -shakespeare- shesil lt gt,69,11
spam,"Belanja sepuasnya, APAKAH ANDA, baik 10K, 5K, £500 Tunai atau £100 Voucher perjalanan, Hubungi sekarang, 09064011000. NTT PO Box CR01327BT fixedline Biaya 150ppm seluler bervariasi
",belanja puas 10k 5k 500 tunai 100 voucher jalan hubung 09064011000 ntt po box cr01327bt fixedline biaya 150ppm seluler variasi,126,20
ham,"Apakah kamu menggunakan jarak? Anda perlu melihat sesuatu
",jarak,5,1
spam,"Kuis Sinar Matahari Mingguan Q! Menangkan pemutar DVD Sony terbaik jika Anda tahu negara mana yang dimainkan Liverpool pada pertengahan minggu? Kirim SMS ke 82277. £1,50 SP: Tyrone
",kuis sinar matahari minggu q menang putar dvd sony baik negara main liverpool tengah minggu kirim sms 82277 1 50 sp tyrone,122,22
spam,"Kamu punya pengagum rahasia yang sedang mencari 2 Hubungi U-cari tahu siapa mereka R*ungkapkan siapa yang menganggap UR begitu istimewa, hubungi 09058094565
",kagum rahasia cari 2 hubung u-cari r ungkap anggap ur istimewa hubung 09058094565,81,13
spam,"Kamu punya Pengagum Rahasia yang sedang mencari 2 Hubungi U-cari tahu siapa mereka R*ungkapkan siapa yang menganggap UR begitu istimewa, hubungi 09065171142-stopsms-08
",kagum rahasia cari 2 hubung u-cari r ungkap anggap ur istimewa hubung 09065171142-stopsms-08,92,13
spam,"Pengingat: Anda belum mengunduh konten yang sudah Anda bayar. Buka http://doit. mymoby. tv/ untuk mengumpulkan konten Anda.
",ingat unduh konten bayar buka http doit mymoby tv kumpul konten,63,11
ham,"Saya suka memberi pijatan. Saya menggunakan banyak baby oil... Apa posisi favorit Anda?
",suka pijat baby oil posisi favorit,34,6
ham,"Kawan, kita harus makan malam lagi
",kawan makan malam,17,3
ham,"Yoyyoo kamu tahu cara mengubah izin untuk drive di mac. USB flash drive saya
",yoyyoo ubah izin drive mac usb flash drive,42,8
ham,"Gibbs tidak terjual. Mike Hussey
",gibbs jual mike hussey,22,4
ham,"Saya suka berbicara pa tetapi saya tidak bisa. Aku tidak tahu kamu.
",suka bicara pa,14,3
ham,"Kamu tidak memotongnya terlalu pendek. Kamu tidak suka ah? Dia gagal. Dia cukup sedih.
",potong pendek suka ah gagal sedih,33,6
ham,"Dasar faglord yang luar biasa
",dasar faglord,13,2
ham,"Istriku. Bagaimana dia mengetahui waktu pembunuhan dengan tepat
",istri bunuh,11,2
ham,"Mengapa kamu bertanya pada putri?
",putri,5,1
ham,"Saya seorang putri yang hebat! Apa yang kamu pikirkan tentang aku? :)
",putri hebat pikir,17,3
ham,"Gila. Pemotong. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. yaitu kamu
",gila potong ctter cttergg cttargg ctargg ctagg,46,7
ham,"Tidak apa-apa, aku tidak sibuk, tapi aku benar-benar bosan jadi aku mengirim pesan padamu. Aku juga tidak tahu warna apa yang dia pilih untukku berempat.
",apa sibuk benar bosan kirim pesan pada warna pilih untuk empat,62,11
ham,"Bukankah aku ada kelas lebih awal besok dan karenanya tidak boleh mencoba merokok di &lt;#&gt;
",kelas besok coba rokok lt gt,28,6
ham,"Pemikiran Luar Biasa- ""Bersyukurlah kamu tidak memiliki semua yang kamu inginkan. Itu berarti kamu masih memiliki kesempatan untuk lebih bahagia esok hari dibandingkan hari ini."":-)
",pikir biasa- syukur milik milik sempat bahagia esok banding -,61,10
ham,"Semoga minggu Anda menyenangkan. Baru saja check-in
",moga minggu senang check-in,27,4
ham,"Saya sudah terbiasa dengan hal itu. Saya hanya berharap agen saya tidak menurunkan saya karena saya hanya memesan beberapa barang tahun ini. Seluruh diriku di Boston, mereka di New York adalah sebuah eksperimen.
",biasa harap agen turun mes barang diri boston new york eksperimen,65,11
ham,"Kamis malam? Ya, tentu saja, kami akan menyelesaikannya nanti
",kamis malam ya selesai,22,4
ham,"Mungkin kekhawatiran akan uang. Segalanya akan jatuh tempo dan saya memiliki beberapa tagihan terutang untuk pekerjaan yang saya lakukan dua dan tiga bulan lalu.
",khawatir uang jatuh tempo milik tagih utang kerja laku,54,9
ham,"Bagaimana mungkin untuk mengajarimu. Dan dimana.
",ajar mana,9,2
ham,"Saya ingin tahu apakah baterai ponsel Anda mati? Aku harus memberitahumu, aku mencintaimu sayang
",baterai ponsel mati memberitahumu cinta sayang,46,6
ham,"Bau harum di bus ini dan itu bukan tembakau... 
",bau harum bus tembakau,22,4
ham,"Kami semua khawatir di sini, Derek dan Taylor sudah menduga kemungkinan terburuknya
",khawatir derek taylor duga buruk,32,5
ham,"Hai, ada apa Charles, maaf atas balasan yang terlambat.
",hai charles maaf balas lambat,29,5
spam,"semua yang terbaru dari Stereophonics, Marley, Dizzee Racal, Libertines dan The Strokes! Menangkan game Nookii dengan Flirt!! Klik TheMob WAP Bookmark atau SMS WAP ke 82468
",baru stereophonics marley dizzee racal libertines the strokes menang game nookii flirt klik themob wap bookmark sms wap 82468,125,19
ham,"Aku akan memberikannya setelah aku memilikinya. Ditambah lagi dia bilang Grinule menyambutmu setiap kali kita berbicara
",beri milik tambah bilang grinule sambut kali bicara,51,8
ham,"OREOS FUDGE PUTIH ADA DI TOKO
",oreos fudge putih toko,22,4
spam,"Obral Pria Januari! Obrolan Hot Gay sekarang lebih murah, hubungi 08709222922. Tarif nasional dari 1,5p/mnt murah hingga 7,8p/mnt puncak! Untuk berhenti SMS hubungi 08712460324 (10p/mnt)
",obral pria januari obrol hot gay murah hubung 08709222922 tarif nasional 1 5p mnt murah 7 8p mnt puncak henti sms hubung 08712460324 10p mnt,140,25
ham,"Cintaku ! Kenapa lama sekali kau berangkat ke Zaher's? Saya menerima kata-kata Anda di ym dan senang melihatnya tetapi sedih Anda telah pergi. Aku merindukanmu
",cinta kau berangkat zaher s terima kata ym senang sedih pergi rindu,67,12
ham,"Aku minta maaf itu menyakitimu.
",maaf sakit,10,2
ham,"Tidak bisa. Saya merasa mual. Saya sangat kesal. Aku tidak makan yang manis-manis sepanjang minggu karena hari ini aku berencana untuk makan babi. Saya berdiet sepanjang minggu. Dan sekarang aku tidak lapar :/
",mual kesal makan manis minggu rencana makan babi diet minggu lapar,66,11
ham,"Oke, tapi jangan terlalu dini. Saya masih mengadakan rapat proyek sekarang.
",oke ada rapat proyek,20,4
ham,"Hubungi saya da, saya menunggu telepon Anda.
",hubung da tunggu telepon,24,4
ham,"Saya bisa bertanya kepada Carlos apakah kami bisa mendapatkan lebih banyak jika ada orang lain yang bisa ikut serta
",carlos orang,12,2
ham,"Sebenarnya hendak mengirimi Anda pengingat hari ini. Semoga akhir pekanmu menyenangkan
",kirim ingat moga pekan senang,29,5
ham,"Saat orang melihat pesanku, Mereka mengira aku kecanduan pesan... Mereka salah, Karena Mereka tidak tahu kalau aku kecanduan Teman manisku..!! BSLVYL
",orang pesan candu pesan salah candu teman manis bslvyl,54,9
ham,"Hei kamu memberi mereka fotomu ketika kamu mendaftar untuk mengemudi ah? Aku ingin bertemu di sini? 
",hei foto daftar kemudi ah temu,30,6
ham,"Jangan pernah bicara dengannya, oke, itu kata-kataku.
",bicara dengan oke kata,22,4
ham,"Ketika kamu ingin melihatnya, maka
",,0,0
ham,"Dalam perjalanan ke sekolah. Bisakah Anda mengirimkan saya nomor Ashley
",jalan sekolah kirim nomor ashley,32,5
ham,"Ini akan baik-baik saja. Saya punya avalarr sekarang. Akan berteriak
",baik avalarr teriak,19,3
ham,"Dia pergi menghadiri dua putaran lagi hari ini..tapi masih belum sampai di rumah..
",pergi hadir putar rumah,23,4
ham,"Sebenarnya saya menghapus situs lama saya..sekarang saya ngeblog di magissongs.blogspot.com
",hapus situs ngeblog magissongs blogspot com,43,6
ham,"K, tunggu chikku..akan kukirim setelahnya &lt;#&gt; menit
",k tunggu chikku kirim telah lt gt menit,39,8
ham,"Tapi aku sedang diet. Dan saya makan terlalu banyak 1 potong pizza kemarin. Ugh, aku SELALU diet.
",diet makan 1 potong pizza kemarin ugh diet,42,8
ham,"K :) saya akan memberikan detail akun kvb saya :)
",k detail akun kvb,17,4
ham,"Oh semua harus datang ah?
",oh ah,5,2
spam,"uang!!! kamu adalah pemenang yang beruntung! 2 klaim hadiah uang teks Anda 2 88600 lebih dari £1 juta untuk diberikan! ppt150x3+kotak kecepatan teks normal403 w1t1jy
",uang menang untung 2 klaim hadiah uang teks 2 88600 1 juta ppt150x3 kotak cepat teks normal403 w1t1jy,101,18
ham,"Saya benar-benar minta maaf saya tidak dapat melakukan 2 hal ini pada hari Jumat. semoga Anda dapat menemukan alternatif. semoga semester tahun ini baik-baik saja :-)
",benar maaf 2 jumat moga temu alternatif moga semester baik -,60,11
ham,"Selamat ore mo owo re wa. Nikmatilah dan semoga Anda mendapatkan banyak momen bahagia ke sana kemari kemana pun Anda pergi
",selamat ore mo owo re wa nikmat moga momen bahagia kemari mana pergi,68,13
ham,"Jadi, apakah kamu sudah memiliki bahu samus?
",milik bahu samus,16,3
ham,"Menurut Anda, jam berapa Anda akan mendapatkannya? Perlu tahu kapan saya harus berada di dekat kampus
",jam dapat kampus,16,3
spam,"Matthew yang terhormat, silakan hubungi 09063440451 dari telepon rumah, liburan 4*Lux Tenerife gratis Anda atau TUNAI £1000 menunggu pengambilan. ppm150 S&K SAE Kotak334 SK38XH.
",matthew hormat sila hubung 09063440451 telepon rumah libur 4 lux tenerife gratis tunai 1000 tunggu ambil ppm150 s k sae kotak334 sk38xh,135,22
ham,"Kalau begitu, jangan pakai jeans untuk...
",pakai jeans,11,2
ham,"Sejak kapan, di sisi mana, demam apa, muntah apa saja.
",sisi demam muntah,17,3
ham,"K:)k.kamu kuliah?
",k k kuliah,10,3
