Message,Category,Message_Length,Word_Count,Bahasa
"You are not bothering me but you have to trust my answers. Pls.
",ham,64,13,"Anda tidak mengganggu saya tetapi Anda harus mempercayai jawaban saya. Tolong.
"
"One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..
",ham,296,56,"Suatu hari seekor kepiting sedang berlari di tepi laut.. Ombak datang dan membersihkan jejak kaki kepiting.. Kepiting bertanya: menjadi temanku lalu kamu membersihkan jejak kakiku yang indah? Ombak menjawab: Seekor rubah mengikuti jejak kakimu untuk menangkapmu! itu kamu, aku sudah membersihkannya :) frndsship tidak pernah membiarkanmu dwn :-) GUD nyt..
"
"Aight what time you want me to come up?
",ham,40,9,"Oke, jam berapa kamu ingin aku datang?
"
"Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?
",ham,121,28,"Budak! Kamu ada di mana ? Haruskah aku memanggilmu kepadaku setiap saat sekarang? Tidakkah kamu ingin datang kepadaku sendirian lagi?
"
"Your bill at 3 is £33.65 so thats not bad!
",ham,43,10,"Tagihan Anda pada jam 3 adalah £33,65 jadi itu lumayan!
"
"Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs
",ham,170,36,"Beri tahu saya perubahannya dalam 6 jam ke depan. Bahkan bisa jadi usus buntu tetapi Anda berada di luar rentang usia tersebut. Namun hal itu bukan tidak mungkin. Jadi santai saja dan beri tahu saya dalam 6 jam
"
"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?
",ham,102,23,"Halo, ya, aku baru saja keluar dari kamar mandi dan perlu menata rambutku, jadi aku akan datang setelah selesai, ya?
"
"So how's the weather over there?
",ham,33,6,"Jadi bagaimana cuaca di sana?
"
"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that! 
",ham,151,30,"Oke. Tidak banyak yang bisa dilakukan di sini. H&M Friday, tidak sabar menunggu. Entah apa yang akan aku lakukan selama 3 minggu lagi! Menjadi jorok- oh tunggu, sudah selesai! 
"
"Die... Now i have e toot fringe again...
",ham,41,8,"Mati... Sekarang aku punya poni lagi...
"
"Lol they don't know about my awesome phone. I could click delete right now if I want.
",ham,86,17,"Loh, mereka tidak tahu tentang ponsel kerenku. Saya bisa mengklik hapus sekarang jika saya mau.
"
"Awesome question with a cute answer: Someone asked a boy ""how is ur life?"" . . He smiled &amp; answered: . . ""She is fine!"" Gudnite
",ham,132,26,"Pertanyaan luar biasa dengan jawaban lucu: Seseorang bertanya kepada seorang anak laki-laki, ""bagaimana hidupmu?"" . . Dia tersenyum &amp; menjawab: . . ""Dia baik-baik saja!"" orang gudnite
"
"Please leave this topic..sorry for telling that..
",ham,50,7,"Silakan tinggalkan topik ini..maaf sudah mengatakan itu..
"
"Pls send me the correct name da.
",ham,33,7,"Tolong kirimkan saya nama yang benar ya.
"
"What happened to our yo date?
",ham,30,6,"Apa yang terjadi dengan kencan kita?
"
"Webpage s not available!
",ham,25,4,"Halaman web tidak tersedia!
"
"Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/
",ham,75,15,"Baru saja bangun. Ya, ini sudah larut. Tapi saya tidak tertidur sampai &lt;#&gt; saya :/
"
"You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.
",spam,142,22,"Anda sekarang berhenti berlangganan semua layanan. Dapatkan banyak cewek atau cowok seksi langsung ke ponselmu! kunjungi http://gotbabes.co.uk. Tidak ada langganan.
"
"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details
",ham,243,45,"Yang terhormat semuanya, seperti yang kita ketahui &lt;#&gt; ini adalah &lt;#&gt; ulang tahun Gopalettan kami yang tercinta. Kami berencana memberikan hadiah kecil pada hari itu. Mereka yang ingin berpartisipasi di dalamnya dipersilakan. Silakan menghubungi tim admin kami untuk lebih jelasnya
"
"K..k...from tomorrow onwards started ah?
",ham,41,5,"K..k...mulai besok dan seterusnya dimulai ah?
"
"What u talking bout early morning? It's almost noon where your at!
",ham,67,12,"Apa yang kamu bicarakan di pagi hari? Sudah hampir tengah hari di tempatmu!
"
"Fine. Do you remember me.
",ham,26,5,"Bagus. Apakah kamu ingat saya?
"
"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603
",spam,148,28,"Hai sayang ini Jordan, bagaimana kabarmu? Aku pulang dari luar negeri dan kesepian, balas SMS aku jika kamu ingin ngobrol xxSP visionsms.com SMS stop to stopCost 150p 08712400603
"
"Ok. How many should i buy.
",ham,27,6,"Oke. Berapa banyak yang harus saya beli.
"
"Sounds good, keep me posted
",ham,28,5,"Kedengarannya bagus, terus kabari saya
"
"Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.
",spam,122,25,"Dapatkan ponsel baru dengan menjadi agen The Mob! Ditambah lebih banyak barang lagi! Untuk info lebih lanjut cukup SMS MAT ke 87021.
"
"Ok. So april. Cant wait
",ham,24,5,"Oke. Jadi bulan April. Tak sabar menunggu
"
"Boy you best get yo ass out here quick
",ham,39,9,"Wah, sebaiknya kau segera keluar dari sini
"
"Ay wana meet on sat?ü wkg on sat?
",ham,34,8,"Apakah kamu ingin bertemu pada hari Sabtu?ü minggu minggu ini?
"
"I'm now but have to wait till 2 for the bus to pick me.
",ham,56,14,"Saya sekarang tetapi harus menunggu sampai jam 2 agar bus menjemput saya.
"
"Apart from the one i told you about yesterday?
",ham,47,9,"Selain yang kuceritakan kemarin?
"
"Ok lor... But buy wat?
",ham,23,5,"Oke, tapi... Tapi beli apa?
"
"Somebody should go to andros and steal ice
",ham,43,8,"Seseorang harus pergi ke Andros dan mencuri es
"
"Don know. I did't msg him recently.
",ham,36,7,"Tidak tahu. Aku tidak mengirim pesan padanya akhir-akhir ini.
"
"Take us out shopping and Mark will distract Isaiah.=D
",ham,54,9,"Ajak kami berbelanja dan Mark akan mengalihkan perhatian Yesaya.=D
"
"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola
",ham,113,23,"Ibu, semoga harimu menyenangkan. Semoga teks ini bertemu dengan Anda dengan baik dan penuh kehidupan. Semoga harimu menyenangkan. Abiola
"
"There is no sense in my foot and penis.
",ham,40,9,"Tidak ada rasa di kaki dan penis saya.
"
"Okay but i thought you were the expert
",ham,39,8,"Oke, tapi saya pikir Anda ahlinya
"
"*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?
",ham,130,29,"*menghela nafas dalam-dalam* ... Aku kangen kamu :-( ... Aku sungguh terkejut kamu belum pergi ke warnet untuk menemuiku... Apa kamu tidak merindukanku?
"
"S.s:)i thinl role is like sachin.just standing. Others have to hit.
",ham,68,11,"S.s :) peranku seperti sachin. hanya berdiri. Yang lain harus memukul.
"
"Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola
",ham,148,29,"Semoga perjalanan Anda menyenangkan ke India. Dan berikan pencerahan kepada semua orang tidak hanya pada proyek ini tetapi juga pada semua orang yang beruntung melihat Anda tersenyum. Selamat tinggal. Abiola
"
"And very importantly, all we discuss is between u and i only.
",ham,62,12,"Dan yang terpenting, yang kita bicarakan hanyalah antara kamu dan aku saja.
"
"K..k:)how about your training process?
",ham,39,5,"K..k :) bagaimana dengan proses latihanmu?
"
"Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?
",ham,83,22,"Baiklah. Aku perlu 2 pergi ke payoh 4 sebentar 2 kembali, kamu ingin 2 mengirimku ke sana atau ke sana?
"
"In da car park 
",ham,16,4,"Di tempat parkir mobil 
"
"I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...
",ham,154,34,"Aku berharap aku bersamamu. Memelukmu erat-erat. Membuat Anda melihat betapa pentingnya Anda. Betapa berartinya kamu bagiku... Betapa aku membutuhkanmu... Dalam hidupku...
"
"So i asked how's anthony. Dad. And your bf
",ham,43,9,"Jadi aku bertanya bagaimana kabar Anthony. Ayah. Dan pacarmu
"
"Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).
",ham,156,27,"Saat aku ingin fal in luv vth buku-bukuku, Tempat tidurku fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).
"
"Am going to take bath ill place the key in window:-)
",ham,53,11,"Aku akan mandi, aku akan meletakkan kuncinya di jendela :-)
"
"LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts
",spam,141,27,"LORD OF THE RINGS: RETURN OF THE KING tersedia SEKARANG!REPLY LOTR paling lambat tanggal 2 Juni 4 Kesempatan 2 MENANGKAN CD soundtrack LOTR StdTxtRate. Balas STOP untuk mengakhiri SMS
"
"Dear, take care. I am just reaching home.love u a lot.
",ham,55,11,"Sayang, berhati-hatilah. Aku baru saja sampai di rumah. Aku sangat mencintaimu.
"
"staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323
",ham,50,1,"staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323
"
"Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...
",ham,68,12,"Apakah Anda sudah beremigrasi atau apa? Ok mungkin jam 5.30 agak penuh harapan...
"
"Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.
",ham,140,27,"Olol saya mencetak posting forum oleh seorang pria dengan masalah yang sama persis yang diperbaiki dengan penggantian GPU. Mudah-mudahan mereka tidak mengabaikan hal itu.
"
"We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;
",ham,111,19,"Kami berjalan dari ibuku. Tepat di stagwood, lewat tepat di winterstone, kiri di bukit victors. Alamatnya adalah &lt;#&gt;
"
"Yo, you at jp and hungry like a mofo?
",ham,38,9,"Yo, kamu di jp dan lapar seperti mofo?
"
"This is all just creepy and crazy to me.
",ham,41,9,"Ini semua menyeramkan dan gila bagiku.
"
"Ok... I din get ur msg...
",ham,26,6,"Oke... aku akan menerima pesanmu...
"
"Pathaya enketa maraikara pa'
",ham,29,4,"Pathaya enketa maraikara pa'
"
"Even if he my friend he is a priest call him now
",ham,49,12,"Sekalipun dia temanku, dia adalah seorang pendeta, teleponlah dia sekarang
"
"U so lousy, run already come back then half dead... Hee...
",ham,59,11,"Jelek banget, lari udah balik lagi trus setengah mati... Hee...
"
"That's y i said it's bad dat all e gals know u... Wat u doing now?
",ham,67,16,"Itu kamu, aku bilang itu buruk karena semua gadis mengenalmu... Apa yang kamu lakukan sekarang?
"
"Or remind me in a few hrs.
",ham,27,7,"Atau ingatkan saya dalam beberapa jam.
"
"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back.
",ham,298,64,"Aku berharap aku tidak perlu mengirimimu pesan ini. Sewa saya sudah jatuh tempo dan saya tidak punya cukup uang untuk itu. Cadangan saya benar-benar habis. Ini pinjaman yang saya butuhkan dan berharap Anda bisa mendapatkannya. Saldonya adalah &lt;#&gt; . Apakah ada cara aku bisa mendapatkannya darimu, sampai pertengahan Maret ketika aku berharap bisa membayarnya kembali.
"
"Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks
",ham,149,30,"Hai. Selamat tahun baru. Saya tidak bermaksud mengganggu tetapi bisakah Anda memberi tahu saya berapa banyak uang sekolah yang Anda bayarkan semester lalu dan berapa semester ini. Terima kasih
"
"Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?
",ham,150,33,"Halo sayang, bagaimana kabarnya? Ngomong-ngomong, ini ada di sini. Aku baik-baik saja. Telah berkencan 2 kali dengan pria yang kutemui di walkabout sejauh ini. Kita harus segera bertemu. Bagaimana kabar orang lain?
"
"Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.
",ham,155,31,"haha, aku akan pergi bulan lalu. Saya menguangkannya tetapi saya meninggalkan &lt;#&gt; untuk berjaga-jaga. Saya mengumpulkan lebih banyak selama seminggu karena mereka mengumumkannya di blog.
"
"Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412
",spam,113,19,"Semoga beruntung! Pengundian berlangsung pada 28 Februari 06. Semoga Sukses! Untuk penghapusan kirim STOP ke 87239 layanan pelanggan 08708034412
"
"Short But Cute : "" Be a good person , but dont try to prove"" ..... Gud mrng...
",ham,79,18,"Singkat Tapi Lucu : ""Jadilah orang baik, tapi jangan coba-coba membuktikan"" ..... Gud mrng...
"
"Just haven't decided where yet eh ?
",ham,36,7,"Hanya belum memutuskan di mana ya?
"
"Wat time liao, where still got.
",ham,32,6,"Jam berapa liao, dimana masih dapat.
"
"Yes watching footie but worried we're going to blow it - Phil Neville?
",ham,71,13,"Ya menonton footie tapi khawatir kami akan gagal - Phil Neville?
"
"I wait 4 ü inside da car park...
",ham,33,8,"Aku menunggu jam 4 di dalam tempat parkir mobil...
"
"Uncle Abbey! Happy New Year. Abiola
",ham,36,6,"Paman Biara! Selamat tahun baru. Abiola
"
"Now am free call me pa.
",ham,24,6,"Sekarang aku bebas, telepon aku pa.
"
"R u saying i should re order the slippers cos i had to pay for returning it.
",ham,77,17,"Maksudmu aku harus memesan ulang sandal itu karena aku harus membayar untuk mengembalikannya.
"
"Stop knowing me so well!
",ham,25,5,"Berhentilah mengenalku dengan baik!
"
"Good evening! this is roger. How are you?
",ham,42,8,"Selamat malam! ini baiklah. Apa kabarmu?
"
"Small problem in auction:)punj now asking tiwary
",ham,49,7,"Masalah kecil di lelang :) punj sekarang minta tiwary
"
"He telling not to tell any one. If so treat for me hi hi hi
",ham,60,15,"Dia mengatakan untuk tidak memberi tahu siapa pun. Kalau begitu traktir aku hai hi hai
"
"1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+
",spam,140,29,"Minggu pertama GRATIS! Gr8 nada str8 2 u setiap minggu. Txt NOKIA ON ke 8007 untuk nada Nokia Klasik atau HIT ON ke 8007 untuk Polys. Nokia/150p Poli/200p 16+
"
"U coming 2 pick me?
",ham,20,5,"Kamu datang menjemputku?
"
"Thats cool. i liked your photos. You are very sexy!
",ham,52,10,"Itu keren. aku menyukai fotomu. Kamu sangat seksi!
"
"would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked
",ham,123,25,"maukah kamu percaya, mereka tidak tahu aku sudah memesan di muka sehingga mereka membatalkanku LAGI! itu perlu dipecat
"
"Haha better late than ever, any way I could swing by?
",ham,54,11,"Haha lebih baik terlambat dari sebelumnya, adakah yang bisa aku mampir?
"
"Ok. But i finish at 6.
",ham,23,6,"Oke. Tapi aku selesai jam 6.
"
"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.
",spam,157,29,"LookAtMe!: Terima kasih atas pembelian klip video dari LookAtMe!, Anda telah ditagih sebesar 35p. Kamu pikir kamu bisa melakukan yang lebih baik? Mengapa tidak mengirim video dalam MMSto 32323.
"
"I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!
",ham,156,32,"Aku dilarang masuk ke semua toko B dan Q seumur hidup!? Si bodoh berbaju oranye ini mendatangiku dan bertanya apakah aku mau dek? Jadi aku mendapat pukulan pertama!!
"
"So no messages. Had food?
",ham,26,5,"Jadi tidak ada pesan. Punya makanan?
"
"Ok going to sleep. Hope i can meet her.
",ham,40,9,"Oke, aku akan tidur. Semoga aku bisa bertemu dengannya.
"
"Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks
",ham,105,22,"Bisakah Anda memberi tahu saya detail hari Jumat ketika Anda mengetahuinya karena saya tidak ada di hari Jumat atau Jumat. disebutkan bahasa Cina. Terima kasih
"
"You're right I have now that I think about it
",ham,46,10,"Anda benar, sekarang saya sudah memikirkannya
"
